topicid,docid,Human_PM,Animal_PM,Not_PM,Disease_Exact,Disease_General,Disease_Specific,Disease_Not,Gene_Exact,Gene_Missing,Gene_Missing_Variant,Gene_Diff_Variant,Demo_Match,Demo_Notdiscussed,Demo_Exclude,Relevance
1,10065107,1,0,0,1,0,0,0,0.0,1.0,0.0,0.0,1,0,0,0
1,10101594,1,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0,1,0,1
1,10220412,1,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,1,0,0
1,10323080,1,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0,1,0,1
1,10466061,1,0,0,1,0,0,0,0.0,1.0,0.0,0.0,1,0,0,0
1,10513887,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,10587703,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0,1,0,0
1,10634644,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,10727978,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,10755400,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0,1,0,2
1,10780569,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,10792803,1,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,0,1,0
1,10802925,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,10981874,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0,1,0,2
1,11071338,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,11148443,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,11369052,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0,1,0,2
1,11400112,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0,1,0,0
1,11406642,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
