age_diff_numeric,age_missing_numeric,age_missing_text,age_match_text,gender_diff,gender_missing,topicid,docid,label
0.8807970779778823,0,0,0,0,0,1,10065107,Matches
0.0,1,1,0,0,1,1,10101594,Not Discussed
0.0,1,1,0,0,1,1,10220412,Not Discussed
0.0,1,1,0,0,1,1,10323080,Not Discussed
0.9999999992417439,0,0,0,1,0,1,10466061,Matches
0.0,1,1,0,0,1,1,10587703,Not Discussed
0.0,1,1,0,0,1,1,10755400,Not Discussed
0.999999999994891,0,0,0,0,0,1,10792803,Excludes
0.0,1,1,0,0,1,1,10981874,Not Discussed
0.0,1,1,0,0,1,1,11369052,Not Discussed
0.0,1,1,0,0,1,1,11400112,Not Discussed
0.9999546021312976,0,0,0,1,0,1,11505267,Matches
0.0,1,1,0,0,1,1,11564577,Not Discussed
0.0,1,0,1,1,0,1,11757866,Matches
0.9999999999622486,0,0,0,0,0,1,12242528,Not Discussed
0.0,1,1,0,0,1,1,12565795,Not Discussed
0.0,1,1,0,0,1,1,12631396,Not Discussed
0.0,1,1,0,0,1,1,12640106,Not Discussed
0.9990889488055994,0,0,0,0,0,1,14736600,Not Discussed
0.0,1,1,0,0,1,1,15122585,Not Discussed
0.9999999999999656,0,1,0,0,0,1,15154619,Matches
0.9999999999999953,0,0,0,0,1,1,15991843,Not Discussed
0.0,1,1,0,0,0,1,16288002,Not Discussed
0.0,1,1,0,0,1,1,16707471,Not Discussed
0.0,1,1,0,0,1,1,17214366,Not Discussed
0.0,1,1,0,0,1,1,17664862,Not Discussed
0.9999999999999953,0,0,1,0,1,1,17895758,Not Discussed
0.0,1,1,0,0,1,1,18413802,Not Discussed
0.0,1,1,0,0,1,1,18484097,Not Discussed
0.0,1,1,0,0,1,1,18790768,Not Discussed
0.0,1,1,0,0,1,1,18820664,Not Discussed
0.0,1,1,0,0,1,1,19664496,Not Discussed
0.0,1,1,0,0,1,1,19737942,Not Discussed
1.0,0,0,0,0,0,1,19816710,Matches
0.0,1,1,0,0,1,1,20473880,Not Discussed
0.0,1,1,0,0,1,1,20497911,Not Discussed
0.0,1,1,0,0,0,1,20588177,Matches
0.0,1,1,0,0,1,1,20601955,Not Discussed
0.0,1,0,1,0,1,1,20697254,Not Discussed
0.0,1,1,0,0,1,1,20736297,Not Discussed
0.0,1,1,0,0,1,1,21325289,Not Discussed
0.9999999847700205,0,0,0,0,0,1,21358383,Not Discussed
0.0,1,1,0,0,1,1,21552124,Not Discussed
0.0,1,1,0,0,1,1,21593195,Not Discussed
0.0,1,1,0,0,1,1,21793095,Not Discussed
0.0,1,1,0,0,1,1,21801719,Not Discussed
0.0,1,1,0,0,1,1,22302033,Not Discussed
0.7310585786300049,0,0,0,1,0,1,22307930,Matches
0.0,1,1,0,0,1,1,22374332,Not Discussed
0.0,1,1,0,0,1,1,22678079,Not Discussed
0.0,1,1,0,0,1,1,23174577,Not Discussed
0.0,1,1,0,0,1,1,23393200,Not Discussed
0.9999999979388463,0,1,0,0,1,1,23569312,Not Discussed
0.0,1,1,0,0,1,1,23852861,Not Discussed
0.0,1,1,0,0,1,1,24065146,Not Discussed
0.0,1,1,0,0,1,1,24168228,Not Discussed
0.0,1,1,0,0,1,1,24397249,Not Discussed
0.999983298578152,0,0,1,1,0,1,24406431,Excludes
0.0,1,1,0,0,1,1,24487315,Not Discussed
0.0,1,1,0,0,1,1,24496383,Not Discussed
0.0,1,1,0,0,1,1,24751144,Not Discussed
0.0,1,1,0,0,1,1,24795392,Not Discussed
0.0,1,1,0,0,1,1,25028469,Not Discussed
0.999999999986112,0,1,0,0,0,1,25059573,Not Discussed
0.0,1,1,0,0,1,1,25121597,Not Discussed
0.0,1,1,0,0,1,1,25223380,Not Discussed
0.0,1,1,0,0,1,1,25301361,Not Discussed
0.0,1,1,0,0,1,1,25679065,Not Discussed
0.9999999999999953,0,0,1,1,0,1,25690861,Not Discussed
0.0,1,1,0,0,1,1,25810375,Not Discussed
0.0,1,0,1,0,1,1,25822339,Not Discussed
0.0,1,0,0,0,1,1,25941111,Not Discussed
0.0,1,1,0,0,1,1,25993159,Not Discussed
0.0,1,1,0,0,1,1,26084847,Not Discussed
0.999999999994891,0,1,0,0,1,1,26336885,Not Discussed
0.0,1,0,0,0,1,1,26337082,Not Discussed
0.0,1,1,0,0,1,1,26573603,Not Discussed
0.0,1,1,0,0,0,1,26642065,Excludes
0.0,1,0,1,0,1,1,26643872,Not Discussed
0.0,1,0,1,0,1,1,26645460,Not Discussed
0.0,1,1,0,0,1,1,26918731,Not Discussed
0.0,1,1,0,0,1,1,26962163,Not Discussed
0.0,1,1,0,0,1,1,26993784,Not Discussed
0.9999999979388463,0,0,0,1,0,1,27124835,Matches
0.0,1,1,0,0,1,1,27272683,Not Discussed
0.0,1,1,0,0,1,1,27409346,Not Discussed
0.0,1,0,0,0,1,1,27815686,Excludes
0.0,1,1,0,0,1,1,9291427,Excludes
0.0,1,1,0,0,1,1,9916925,Not Discussed
0.0,1,1,0,0,1,2,10676663,Not Discussed
0.0,1,0,1,0,1,2,10943822,Excludes
0.9999999999981204,0,0,0,0,0,2,11078760,Matches
0.0,1,1,0,0,1,2,11876551,Not Discussed
0.0,1,1,0,0,1,2,11904375,Not Discussed
0.0,1,1,0,0,1,2,12198537,Not Discussed
0.0,1,1,0,0,1,2,12430186,Not Discussed
0.0,1,1,0,0,1,2,12651912,Excludes
0.0,1,1,0,0,1,2,12903843,Not Discussed
0.0,1,1,0,0,1,2,12941809,Not Discussed
0.0,1,1,0,0,1,2,1336666,Not Discussed
0.0,1,1,0,0,1,2,1396073,Not Discussed
0.0,1,1,0,1,0,2,1423846,Excludes
0.0,1,1,0,0,1,2,14639609,Not Discussed
0.0,1,1,0,0,1,2,14688025,Not Discussed
0.0,1,0,0,0,1,2,14694850,Not Discussed
0.0,1,1,0,0,1,2,14727811,Excludes
0.0,1,1,0,0,1,2,1486840,Not Discussed
0.0,1,1,0,0,1,2,15026326,Matches
0.0,1,1,0,0,1,2,15194222,Matches
0.0,1,1,0,0,1,2,15256118,Not Discussed
0.0,1,1,0,0,1,2,15340260,Not Discussed
0.0,1,1,0,1,0,2,15386408,Not Discussed
0.0,1,1,0,0,1,2,15685548,Not Discussed
0.0,1,1,0,0,1,2,15729718,Matches
0.0,1,1,0,0,1,2,15735008,Not Discussed
0.0,1,1,0,1,0,2,1574489,Not Discussed
0.0,1,1,0,0,1,2,15771788,Not Discussed
0.0,1,1,0,0,1,2,15800322,Not Discussed
0.0,1,1,0,0,1,2,15809757,Not Discussed
0.0,1,1,0,0,1,2,16007118,Not Discussed
1.0,0,1,0,0,1,2,16024606,Matches
0.0,1,1,0,0,1,2,16091732,Not Discussed
0.0,1,1,0,0,1,2,16158056,Not Discussed
0.0,1,1,0,0,1,2,16230380,Not Discussed
0.0,1,1,0,0,1,2,16256179,Excludes
0.0,1,1,0,0,1,2,16381005,Not Discussed
0.0,1,1,0,0,1,2,16448675,Not Discussed
0.0,1,1,0,0,1,2,16647954,Not Discussed
1.0,0,1,0,0,1,2,16705943,Not Discussed
0.0,1,1,0,0,1,2,16721785,Matches
0.0,1,1,0,0,1,2,16953233,Not Discussed
0.0,1,1,0,0,1,2,17148775,Not Discussed
0.0,1,1,0,0,1,2,17293392,Not Discussed
0.0,1,1,0,0,1,2,17388789,Not Discussed
0.0,1,1,0,0,1,2,17440063,Not Discussed
0.0,1,1,0,0,1,2,17467663,Not Discussed
0.0,1,1,0,0,1,2,17510423,Not Discussed
0.0,1,1,0,0,1,2,17517901,Not Discussed
0.0,1,1,0,0,1,2,17595761,Not Discussed
1.0,0,1,0,0,1,2,17636402,Not Discussed
0.0,1,1,0,0,1,2,17899765,Not Discussed
0.0,1,1,0,0,1,2,18059035,Not Discussed
0.0,1,1,0,0,1,2,18097554,Not Discussed
0.0,1,1,0,0,1,2,18098337,Not Discussed
0.0,1,1,0,0,1,2,18176934,Not Discussed
0.0,1,1,0,0,1,2,18186519,Matches
0.0,1,1,0,0,1,2,18199160,Not Discussed
0.0,1,1,0,0,1,2,18435933,Not Discussed
0.0,1,1,0,0,1,2,18473997,Not Discussed
0.0,1,1,0,0,1,2,18486467,Not Discussed
0.0,1,1,0,0,1,2,18627290,Not Discussed
0.0,1,1,0,0,1,2,18628249,Not Discussed
0.0,1,1,0,0,0,2,18636014,Not Discussed
0.0,1,1,0,0,1,2,18636358,Not Discussed
0.0,1,1,0,0,1,2,18676857,Not Discussed
0.0,1,0,0,0,1,2,18718023,Not Discussed
0.0,1,1,0,0,1,2,18782444,Not Discussed
0.0,1,1,0,0,1,2,18832519,Not Discussed
0.0,1,1,0,0,0,2,18843035,Not Discussed
1.0,0,1,0,0,1,2,18922929,Not Discussed
0.0,1,1,0,0,1,2,18945298,Not Discussed
0.0,1,1,0,0,1,2,19001320,Not Discussed
0.0,1,1,0,0,1,2,19087308,Not Discussed
0.0,1,1,0,0,1,2,19237633,Matches
0.0,1,1,0,0,1,2,19344998,Not Discussed
0.0,1,1,0,0,1,2,19358278,Not Discussed
0.0,1,1,0,0,1,2,19424571,Excludes
0.0,1,1,0,0,1,2,19474002,Not Discussed
0.0,1,1,0,0,1,2,19505918,Not Discussed
0.0,1,1,0,0,1,2,19571709,Not Discussed
0.0,1,1,0,0,1,2,19628078,Not Discussed
0.0,1,1,0,0,1,2,19637313,Not Discussed
0.0,1,1,0,0,1,2,19669908,Not Discussed
0.0,1,1,0,0,1,2,19679016,Not Discussed
0.0,1,1,0,0,1,2,19704056,Not Discussed
1.0,0,1,0,0,1,2,19813061,Not Discussed
0.0,1,1,0,0,1,2,19843849,Not Discussed
0.0,1,1,0,0,1,2,19881948,Not Discussed
0.0,1,1,0,0,1,2,19884556,Not Discussed
0.0,1,1,0,0,1,2,19903786,Not Discussed
0.0,1,1,0,0,1,2,19908233,Not Discussed
0.0,1,1,0,0,1,2,19913317,Matches
0.0,1,1,0,0,1,2,19934290,Matches
0.0,1,1,0,0,1,2,19935791,Not Discussed
0.0,1,1,0,0,1,2,19936839,Not Discussed
0.0,1,1,0,0,1,2,19959686,Not Discussed
0.0,1,0,0,0,0,2,20008640,Not Discussed
0.0,1,1,0,0,1,2,20098682,Not Discussed
0.0,1,1,0,0,1,2,20130433,Not Discussed
0.0,1,1,0,0,1,2,20162668,Not Discussed
0.0,1,1,0,0,1,2,20177422,Not Discussed
0.0,1,1,0,0,1,2,20199087,Not Discussed
0.0,1,1,0,0,1,2,20300583,Not Discussed
1.0,0,1,0,0,1,2,20300843,Matches
0.0,1,1,0,0,1,2,20444249,Matches
0.0,1,0,0,0,1,2,20501503,Matches
0.0,1,1,0,0,1,2,20532039,Not Discussed
0.0,1,1,0,0,1,2,20563851,Matches
0.0,1,1,0,0,1,2,20571907,Not Discussed
0.0,1,1,0,0,1,2,20590827,Matches
0.0,1,1,0,0,1,2,20616366,Not Discussed
0.0,1,1,0,0,1,2,20619739,Not Discussed
0.0,1,1,0,0,1,2,20627194,Not Discussed
0.0,1,0,0,0,0,2,20635392,Not Discussed
0.0,1,1,0,0,1,2,20645028,Not Discussed
0.0,1,1,0,0,1,2,20813562,Not Discussed
0.0,1,1,0,0,1,2,20818844,Not Discussed
0.9999938558253978,0,1,0,0,0,2,20962618,Matches
0.0,1,1,0,0,1,2,21037082,Not Discussed
0.0,1,1,0,0,1,2,21070916,Not Discussed
0.0,1,1,0,0,1,2,21091242,Matches
0.9996646498695336,0,0,0,0,0,2,21161938,Matches
0.0,1,1,0,0,1,2,21163703,Not Discussed
0.0,1,1,0,0,1,2,21239505,Not Discussed
0.0,1,1,0,0,1,2,21273607,Matches
0.0,1,1,0,0,1,2,21356164,Not Discussed
0.0,1,1,0,0,0,2,21390154,Matches
0.0,1,1,0,0,1,2,21398618,Not Discussed
0.0,1,1,0,0,1,2,21424126,Not Discussed
0.0,1,1,0,0,1,2,21455633,Not Discussed
0.0,1,1,0,0,1,2,21457162,Not Discussed
0.0,1,1,0,0,1,2,21502544,Not Discussed
0.0,1,1,0,0,1,2,21639808,Excludes
0.0,1,1,0,0,1,2,21641636,Not Discussed
0.9996646498695336,0,0,0,0,0,2,21681432,Not Discussed
0.0,1,1,0,0,1,2,21693656,Not Discussed
0.0,1,1,0,0,1,2,21698197,Not Discussed
0.0,1,1,0,0,1,2,21738740,Not Discussed
0.0,1,1,0,0,1,2,21816436,Not Discussed
0.0,1,1,0,0,1,2,21948220,Not Discussed
0.0,1,1,0,0,1,2,2194896,Not Discussed
0.0,1,1,0,0,1,2,22043994,Not Discussed
0.0,1,1,0,0,1,2,22114137,Excludes
0.0,1,1,0,0,1,2,22147942,Not Discussed
0.0,1,1,0,0,1,2,22180495,Not Discussed
0.9999999943972036,0,0,0,1,0,2,22180717,Not Discussed
0.0,1,1,0,0,1,2,22189714,Not Discussed
0.0,1,1,0,0,1,2,22210186,Matches
0.0,1,1,0,0,1,2,22245873,Not Discussed
0.0,1,1,0,0,1,2,22281684,Not Discussed
0.0,1,1,0,0,1,2,22282467,Not Discussed
1.0,0,1,0,0,1,2,22314188,Not Discussed
1.0,0,1,0,0,1,2,22331825,Excludes
0.0,1,1,0,0,1,2,22367918,Not Discussed
0.0,1,1,0,0,1,2,22376079,Not Discussed
0.0,1,1,0,0,1,2,22393091,Not Discussed
0.0,1,1,0,0,1,2,22417847,Not Discussed
0.0,1,1,0,0,1,2,22427190,Not Discussed
0.0,1,1,0,0,1,2,22446020,Matches
0.0,1,1,0,0,1,2,22446022,Not Discussed
0.0,1,1,0,0,1,2,22473155,Matches
0.9999999999999982,0,0,0,0,1,2,22474202,Matches
0.9999998874648379,0,0,0,0,0,2,22493386,Excludes
0.0,1,1,0,0,1,2,22549727,Not Discussed
0.0,1,1,0,0,1,2,22579930,Matches
0.0,1,1,0,0,1,2,22663011,Not Discussed
0.0,1,1,0,0,1,2,22684223,Not Discussed
0.0,1,1,0,0,1,2,22699145,Not Discussed
0.0,1,1,0,0,1,2,22773810,Not Discussed
0.0,1,1,0,0,1,2,22786759,Not Discussed
0.0,1,1,0,0,1,2,22826122,Not Discussed
0.0,1,1,0,0,1,2,22898351,Not Discussed
